run_id,benchmark_mode,world_size,rank,gpu_name,peak_allocated_bytes,peak_reserved_bytes,memory_components,communication_active_fraction,communication_exposed_fraction,step_seconds
scaling-20260813T211335Z-e1493f549e,pilot,2,0,NVIDIA A40,41313755136,47049605120,"{""activations_bytes"":1915181572,""category_sum_bytes"":41313755136,""collectives_bytes"":1228931072,""grads_bytes"":8190735360,""optimizer_bytes"":16381472316,""other_bytes"":5406699456,""params_bytes"":8190735360,""peak_allocated_bytes"":41313755136}",0.9641704812911382,0.2317211762539767,"[18.331507700961083,18.34297418803908,18.361093056038953,18.35111729800701,18.374692626064643,18.324604294029996,18.34817753196694,18.334792370093055,18.35161844396498,18.336031578015536]"
scaling-20260813T211335Z-e1493f549e,pilot,2,1,NVIDIA A40,41313755136,47049605120,"{""activations_bytes"":1915181572,""category_sum_bytes"":41313755136,""collectives_bytes"":1228931072,""grads_bytes"":8190735360,""optimizer_bytes"":16381472316,""other_bytes"":5406699456,""params_bytes"":8190735360,""peak_allocated_bytes"":41313755136}",0.9641709603588391,0.21626851482092035,"[18.331458860076964,18.3430058240192,18.361060117953457,18.351145156892017,18.374728275928646,18.324573562014848,18.348210182972252,18.334822979057208,18.351644454989582,18.33607395400759]"
